PATIENT_SEEN_END_DATE,GEOGRAPHY,ORG_CODE,PARENTCODE1,PARENTCODE2,AGE,MEASURE,VALUE
30-Apr-18,NHS,01H,Q74,Y54,15,CHILD_PSEEN,2185
30-Apr-18,NHS,01H,Q74,Y54,15,CHILD_POPULATION,3230
30-Apr-18,NHS,01H,Q74,Y54,16,CHILD_PSEEN,2032
30-Apr-18,NHS,01H,Q74,Y54,16,CHILD_POPULATION,3323
30-Apr-18,NHS,01H,Q74,Y54,17,CHILD_PSEEN,2036
30-Apr-18,NHS,01H,Q74,Y54,17,CHILD_POPULATION,3435
30-Apr-18,NHS,01H,Q74,Y54,2,CHILD_PSEEN,1473
30-Apr-18,NHS,01H,Q74,Y54,2,CHILD_POPULATION,3306
30-Apr-18,NHS,01H,Q74,Y54,3,CHILD_PSEEN,1713
30-Apr-18,NHS,01H,Q74,Y54,3,CHILD_POPULATION,3335
30-Apr-18,NHS,01H,Q74,Y54,4,CHILD_PSEEN,1972
30-Apr-18,NHS,01H,Q74,Y54,4,CHILD_POPULATION,3489
30-Apr-18,NHS,01H,Q74,Y54,5,CHILD_PSEEN,2171
30-Apr-18,NHS,01H,Q74,Y54,5,CHILD_POPULATION,3486
30-Apr-18,NHS,01H,Q74,Y54,6,CHILD_PSEEN,2287
30-Apr-18,NHS,01H,Q74,Y54,6,CHILD_POPULATION,3484
30-Apr-18,NHS,01H,Q74,Y54,7,CHILD_PSEEN,2413
30-Apr-18,NHS,01H,Q74,Y54,7,CHILD_POPULATION,3401
30-Apr-18,NHS,01H,Q74,Y54,8,CHILD_PSEEN,2490
30-Apr-18,NHS,01H,Q74,Y54,8,CHILD_POPULATION,3509
30-Apr-18,NHS,01H,Q74,Y54,9,CHILD_PSEEN,2359
30-Apr-18,NHS,01H,Q74,Y54,9,CHILD_POPULATION,3374
30-Apr-18,NHS,13T,Q74,Y54,0,CHILD_PSEEN,375
30-Apr-18,NHS,13T,Q74,Y54,0,CHILD_POPULATION,5682
30-Apr-18,NHS,13T,Q74,Y54,1,CHILD_PSEEN,2241
30-Apr-18,NHS,13T,Q74,Y54,1,CHILD_POPULATION,5556
30-Apr-18,NHS,13T,Q74,Y54,10,CHILD_PSEEN,4079
30-Apr-18,NHS,13T,Q74,Y54,10,CHILD_POPULATION,5257
30-Apr-18,NHS,13T,Q74,Y54,11,CHILD_PSEEN,3924
30-Apr-18,NHS,13T,Q74,Y54,11,CHILD_POPULATION,4931
30-Apr-18,NHS,13T,Q74,Y54,12,CHILD_PSEEN,3850
30-Apr-18,NHS,13T,Q74,Y54,12,CHILD_POPULATION,4701
30-Apr-18,NHS,13T,Q74,Y54,13,CHILD_PSEEN,3711
30-Apr-18,NHS,13T,Q74,Y54,13,CHILD_POPULATION,4818
30-Apr-18,NHS,13T,Q74,Y54,14,CHILD_PSEEN,3631
30-Apr-18,NHS,13T,Q74,Y54,14,CHILD_POPULATION,4866
30-Apr-18,NHS,13T,Q74,Y54,15,CHILD_PSEEN,3384
30-Apr-18,NHS,13T,Q74,Y54,15,CHILD_POPULATION,4997
30-Apr-18,NHS,13T,Q74,Y54,16,CHILD_PSEEN,3372
30-Apr-18,NHS,13T,Q74,Y54,16,CHILD_POPULATION,5067
30-Apr-18,NHS,13T,Q74,Y54,17,CHILD_PSEEN,2999
30-Apr-18,NHS,13T,Q74,Y54,17,CHILD_POPULATION,5306
30-Apr-18,NHS,13T,Q74,Y54,2,CHILD_PSEEN,3155
30-Apr-18,NHS,13T,Q74,Y54,2,CHILD_POPULATION,5668
30-Apr-18,NHS,13T,Q74,Y54,3,CHILD_PSEEN,3489
30-Apr-18,NHS,13T,Q74,Y54,3,CHILD_POPULATION,5702
30-Apr-18,NHS,13T,Q74,Y54,4,CHILD_PSEEN,3666
30-Apr-18,NHS,13T,Q74,Y54,4,CHILD_POPULATION,5906
30-Apr-18,NHS,13T,Q74,Y54,5,CHILD_PSEEN,4016
30-Apr-18,NHS,13T,Q74,Y54,5,CHILD_POPULATION,6020
30-Apr-18,NHS,13T,Q74,Y54,6,CHILD_PSEEN,4171
30-Apr-18,NHS,13T,Q74,Y54,6,CHILD_POPULATION,5838
30-Apr-18,NHS,13T,Q74,Y54,7,CHILD_PSEEN,4477
30-Apr-18,NHS,13T,Q74,Y54,7,CHILD_POPULATION,5765
30-Apr-18,NHS,13T,Q74,Y54,8,CHILD_PSEEN,4202
30-Apr-18,NHS,13T,Q74,Y54,8,CHILD_POPULATION,5555
30-Apr-18,NHS,13T,Q74,Y54,9,CHILD_PSEEN,4220
30-Apr-18,NHS,13T,Q74,Y54,9,CHILD_POPULATION,5462
30-Apr-18,NHS,99C,Q74,Y54,0,CHILD_PSEEN,123
30-Apr-18,NHS,99C,Q74,Y54,0,CHILD_POPULATION,2271
30-Apr-18,NHS,99C,Q74,Y54,1,CHILD_PSEEN,904
30-Apr-18,NHS,99C,Q74,Y54,1,CHILD_POPULATION,2222
30-Apr-18,NHS,99C,Q74,Y54,10,CHILD_PSEEN,1630
30-Apr-18,NHS,99C,Q74,Y54,10,CHILD_POPULATION,2429
30-Apr-18,NHS,99C,Q74,Y54,11,CHILD_PSEEN,1495
30-Apr-18,NHS,99C,Q74,Y54,11,CHILD_POPULATION,2243
30-Apr-18,NHS,99C,Q74,Y54,12,CHILD_PSEEN,1596
30-Apr-18,NHS,99C,Q74,Y54,12,CHILD_POPULATION,2147
30-Apr-18,NHS,99C,Q74,Y54,13,CHILD_PSEEN,1530
30-Apr-18,NHS,99C,Q74,Y54,13,CHILD_POPULATION,2082
30-Apr-18,NHS,99C,Q74,Y54,14,CHILD_PSEEN,1433
30-Apr-18,NHS,99C,Q74,Y54,14,CHILD_POPULATION,2049
30-Apr-18,NHS,99C,Q74,Y54,15,CHILD_PSEEN,1349
30-Apr-18,NHS,99C,Q74,Y54,15,CHILD_POPULATION,2099
30-Apr-18,NHS,99C,Q74,Y54,16,CHILD_PSEEN,1281
30-Apr-18,NHS,99C,Q74,Y54,16,CHILD_POPULATION,2138
30-Apr-18,NHS,99C,Q74,Y54,17,CHILD_PSEEN,1233
30-Apr-18,NHS,99C,Q74,Y54,17,CHILD_POPULATION,2172
30-Apr-18,NHS,99C,Q74,Y54,2,CHILD_PSEEN,1291
30-Apr-18,NHS,99C,Q74,Y54,2,CHILD_POPULATION,2375
30-Apr-18,NHS,99C,Q74,Y54,3,CHILD_PSEEN,1348
30-Apr-18,NHS,99C,Q74,Y54,3,CHILD_POPULATION,2310
30-Apr-18,NHS,99C,Q74,Y54,4,CHILD_PSEEN,1452
30-Apr-18,NHS,99C,Q74,Y54,4,CHILD_POPULATION,2278
30-Apr-18,NHS,99C,Q74,Y54,5,CHILD_PSEEN,1560
30-Apr-18,NHS,99C,Q74,Y54,5,CHILD_POPULATION,2390
30-Apr-18,NHS,99C,Q74,Y54,6,CHILD_PSEEN,1522
30-Apr-18,NHS,99C,Q74,Y54,6,CHILD_POPULATION,2401
30-Apr-18,NHS,99C,Q74,Y54,7,CHILD_PSEEN,1674
30-Apr-18,NHS,99C,Q74,Y54,7,CHILD_POPULATION,2378
30-Apr-18,NHS,99C,Q74,Y54,8,CHILD_PSEEN,1659
30-Apr-18,NHS,99C,Q74,Y54,8,CHILD_POPULATION,2412
30-Apr-18,NHS,99C,Q74,Y54,9,CHILD_PSEEN,1585
30-Apr-18,NHS,99C,Q74,Y54,9,CHILD_POPULATION,2213
30-Apr-18,NHS,01C,Q75,Y54,0,CHILD_PSEEN,148
30-Apr-18,NHS,01C,Q75,Y54,0,CHILD_POPULATION,2078
30-Apr-18,NHS,01C,Q75,Y54,1,CHILD_PSEEN,926
30-Apr-18,NHS,01C,Q75,Y54,1,CHILD_POPULATION,1989
30-Apr-18,NHS,01C,Q75,Y54,10,CHILD_PSEEN,2021
30-Apr-18,NHS,01C,Q75,Y54,10,CHILD_POPULATION,2229
30-Apr-18,NHS,01C,Q75,Y54,11,CHILD_PSEEN,2007
30-Apr-18,NHS,01C,Q75,Y54,11,CHILD_POPULATION,2172
30-Apr-18,NHS,01C,Q75,Y54,12,CHILD_PSEEN,1918
30-Apr-18,NHS,01C,Q75,Y54,12,CHILD_POPULATION,2111
30-Apr-18,NHS,01C,Q75,Y54,13,CHILD_PSEEN,2013
30-Apr-18,NHS,01C,Q75,Y54,13,CHILD_POPULATION,2134
30-Apr-18,NHS,01C,Q75,Y54,14,CHILD_PSEEN,1865
30-Apr-18,NHS,01C,Q75,Y54,14,CHILD_POPULATION,2026
30-Apr-18,NHS,01C,Q75,Y54,15,CHILD_PSEEN,1863
30-Apr-18,NHS,01C,Q75,Y54,15,CHILD_POPULATION,2107
30-Apr-18,NHS,01C,Q75,Y54,16,CHILD_PSEEN,1643
30-Apr-18,NHS,01C,Q75,Y54,16,CHILD_POPULATION,2196
30-Apr-18,NHS,01C,Q75,Y54,17,CHILD_PSEEN,1599
30-Apr-18,NHS,01C,Q75,Y54,17,CHILD_POPULATION,2242
30-Apr-18,NHS,01C,Q75,Y54,2,CHILD_PSEEN,1437
30-Apr-18,NHS,01C,Q75,Y54,2,CHILD_POPULATION,2085
30-Apr-18,NHS,01C,Q75,Y54,3,CHILD_PSEEN,1563
30-Apr-18,NHS,01C,Q75,Y54,3,CHILD_POPULATION,2220
30-Apr-18,NHS,01C,Q75,Y54,4,CHILD_PSEEN,1756
30-Apr-18,NHS,01C,Q75,Y54,4,CHILD_POPULATION,2285
30-Apr-18,NHS,01C,Q75,Y54,5,CHILD_PSEEN,1973
30-Apr-18,NHS,01C,Q75,Y54,5,CHILD_POPULATION,2212
30-Apr-18,NHS,01C,Q75,Y54,6,CHILD_PSEEN,1945
30-Apr-18,NHS,01C,Q75,Y54,6,CHILD_POPULATION,2070
30-Apr-18,NHS,01C,Q75,Y54,7,CHILD_PSEEN,1982
30-Apr-18,NHS,01C,Q75,Y54,7,CHILD_POPULATION,2208
30-Apr-18,NHS,01C,Q75,Y54,8,CHILD_PSEEN,1956
30-Apr-18,NHS,01C,Q75,Y54,8,CHILD_POPULATION,2219
30-Apr-18,NHS,01C,Q75,Y54,9,CHILD_PSEEN,1959
30-Apr-18,NHS,01C,Q75,Y54,9,CHILD_POPULATION,2237
30-Apr-18,NHS,01F,Q75,Y54,0,CHILD_PSEEN,50
30-Apr-18,NHS,01F,Q75,Y54,0,CHILD_POPULATION,1524
30-Apr-18,NHS,01F,Q75,Y54,1,CHILD_PSEEN,372
30-Apr-18,NHS,01F,Q75,Y54,1,CHILD_POPULATION,1544
30-Apr-18,NHS,01F,Q75,Y54,10,CHILD_PSEEN,1000
30-Apr-18,NHS,01F,Q75,Y54,10,CHILD_POPULATION,1712
30-Apr-18,NHS,01F,Q75,Y54,11,CHILD_PSEEN,978
30-Apr-18,NHS,01F,Q75,Y54,11,CHILD_POPULATION,1562
30-Apr-18,NHS,01F,Q75,Y54,12,CHILD_PSEEN,994
30-Apr-18,NHS,01F,Q75,Y54,12,CHILD_POPULATION,1479
30-Apr-18,NHS,01F,Q75,Y54,13,CHILD_PSEEN,916
30-Apr-18,NHS,01F,Q75,Y54,13,CHILD_POPULATION,1388
30-Apr-18,NHS,01F,Q75,Y54,14,CHILD_PSEEN,848
30-Apr-18,NHS,01F,Q75,Y54,14,CHILD_POPULATION,1410
30-Apr-18,NHS,01F,Q75,Y54,15,CHILD_PSEEN,771
30-Apr-18,NHS,01F,Q75,Y54,15,CHILD_POPULATION,1449
30-Apr-18,NHS,01F,Q75,Y54,16,CHILD_PSEEN,746
30-Apr-18,NHS,01F,Q75,Y54,16,CHILD_POPULATION,1505
30-Apr-18,NHS,01F,Q75,Y54,17,CHILD_PSEEN,678
30-Apr-18,NHS,01F,Q75,Y54,17,CHILD_POPULATION,1546
30-Apr-18,NHS,01F,Q75,Y54,2,CHILD_PSEEN,657
30-Apr-18,NHS,01F,Q75,Y54,2,CHILD_POPULATION,1566
30-Apr-18,NHS,01F,Q75,Y54,3,CHILD_PSEEN,747
30-Apr-18,NHS,01F,Q75,Y54,3,CHILD_POPULATION,1633
30-Apr-18,NHS,01F,Q75,Y54,4,CHILD_PSEEN,823
30-Apr-18,NHS,01F,Q75,Y54,4,CHILD_POPULATION,1633
30-Apr-18,NHS,01F,Q75,Y54,5,CHILD_PSEEN,971
30-Apr-18,NHS,01F,Q75,Y54,5,CHILD_POPULATION,1656
30-Apr-18,NHS,01F,Q75,Y54,6,CHILD_PSEEN,979
30-Apr-18,NHS,01F,Q75,Y54,6,CHILD_POPULATION,1730
30-Apr-18,NHS,01F,Q75,Y54,7,CHILD_PSEEN,983
30-Apr-18,NHS,01F,Q75,Y54,7,CHILD_POPULATION,1651
30-Apr-18,NHS,01F,Q75,Y54,8,CHILD_PSEEN,1027
30-Apr-18,NHS,01F,Q75,Y54,8,CHILD_POPULATION,1736
30-Apr-18,NHS,01F,Q75,Y54,9,CHILD_PSEEN,982
30-Apr-18,NHS,01F,Q75,Y54,9,CHILD_POPULATION,1613
30-Apr-18,NHS,01J,Q75,Y54,0,CHILD_PSEEN,74
30-Apr-18,NHS,01J,Q75,Y54,0,CHILD_POPULATION,1953
30-Apr-18,NHS,01J,Q75,Y54,1,CHILD_PSEEN,518
30-Apr-18,NHS,01J,Q75,Y54,1,CHILD_POPULATION,2096
30-Apr-18,NHS,01J,Q75,Y54,10,CHILD_PSEEN,1202
30-Apr-18,NHS,01J,Q75,Y54,10,CHILD_POPULATION,1810
30-Apr-18,NHS,01J,Q75,Y54,11,CHILD_PSEEN,1191
30-Apr-18,NHS,01J,Q75,Y54,11,CHILD_POPULATION,1762
30-Apr-18,NHS,01J,Q75,Y54,12,CHILD_PSEEN,1217
30-Apr-18,NHS,01J,Q75,Y54,12,CHILD_POPULATION,1567
30-Apr-18,NHS,01J,Q75,Y54,13,CHILD_PSEEN,1113
30-Apr-18,NHS,01J,Q75,Y54,13,CHILD_POPULATION,1642
30-Apr-18,NHS,01J,Q75,Y54,14,CHILD_PSEEN,989
30-Apr-18,NHS,01J,Q75,Y54,14,CHILD_POPULATION,1578
30-Apr-18,NHS,01J,Q75,Y54,15,CHILD_PSEEN,952
30-Apr-18,NHS,01J,Q75,Y54,15,CHILD_POPULATION,1705
30-Apr-18,NHS,01J,Q75,Y54,16,CHILD_PSEEN,902
30-Apr-18,NHS,01J,Q75,Y54,16,CHILD_POPULATION,1740
30-Apr-18,NHS,01J,Q75,Y54,17,CHILD_PSEEN,895
30-Apr-18,NHS,01J,Q75,Y54,17,CHILD_POPULATION,1857
30-Apr-18,NHS,01J,Q75,Y54,2,CHILD_PSEEN,849
30-Apr-18,NHS,01J,Q75,Y54,2,CHILD_POPULATION,1869
30-Apr-18,NHS,01J,Q75,Y54,3,CHILD_PSEEN,948
30-Apr-18,NHS,01J,Q75,Y54,3,CHILD_POPULATION,1896
30-Apr-18,NHS,01J,Q75,Y54,4,CHILD_PSEEN,994
30-Apr-18,NHS,01J,Q75,Y54,4,CHILD_POPULATION,1933
30-Apr-18,NHS,01J,Q75,Y54,5,CHILD_PSEEN,1282
30-Apr-18,NHS,01J,Q75,Y54,5,CHILD_POPULATION,1995
30-Apr-18,NHS,01J,Q75,Y54,6,CHILD_PSEEN,1284
30-Apr-18,NHS,01J,Q75,Y54,6,CHILD_POPULATION,1884
30-Apr-18,NHS,01J,Q75,Y54,7,CHILD_PSEEN,1301
30-Apr-18,NHS,01J,Q75,Y54,7,CHILD_POPULATION,1817
30-Apr-18,NHS,01J,Q75,Y54,8,CHILD_PSEEN,1268
30-Apr-18,NHS,01J,Q75,Y54,8,CHILD_POPULATION,1812
30-Apr-18,NHS,01J,Q75,Y54,9,CHILD_PSEEN,1260
30-Apr-18,NHS,01J,Q75,Y54,9,CHILD_POPULATION,1793
30-Apr-18,NHS,01R,Q75,Y54,0,CHILD_PSEEN,81
30-Apr-18,NHS,01R,Q75,Y54,0,CHILD_POPULATION,1898
30-Apr-18,NHS,01R,Q75,Y54,1,CHILD_PSEEN,506
30-Apr-18,NHS,01R,Q75,Y54,1,CHILD_POPULATION,1892
30-Apr-18,NHS,01R,Q75,Y54,10,CHILD_PSEEN,1603
30-Apr-18,NHS,01R,Q75,Y54,10,CHILD_POPULATION,2093
30-Apr-18,NHS,01R,Q75,Y54,11,CHILD_PSEEN,1502
30-Apr-18,NHS,01R,Q75,Y54,11,CHILD_POPULATION,2028
30-Apr-18,NHS,01R,Q75,Y54,12,CHILD_PSEEN,1549
30-Apr-18,NHS,01R,Q75,Y54,12,CHILD_POPULATION,2043
30-Apr-18,NHS,01R,Q75,Y54,13,CHILD_PSEEN,1506
30-Apr-18,NHS,01R,Q75,Y54,13,CHILD_POPULATION,1883
30-Apr-18,NHS,01R,Q75,Y54,14,CHILD_PSEEN,1482
30-Apr-18,NHS,01R,Q75,Y54,14,CHILD_POPULATION,1915
30-Apr-18,NHS,01R,Q75,Y54,15,CHILD_PSEEN,1345
30-Apr-18,NHS,01R,Q75,Y54,15,CHILD_POPULATION,1949
30-Apr-18,NHS,01R,Q75,Y54,16,CHILD_PSEEN,1317
30-Apr-18,NHS,01R,Q75,Y54,16,CHILD_POPULATION,2086
30-Apr-18,NHS,01R,Q75,Y54,17,CHILD_PSEEN,1187
30-Apr-18,NHS,01R,Q75,Y54,17,CHILD_POPULATION,2190
30-Apr-18,NHS,01R,Q75,Y54,2,CHILD_PSEEN,959
30-Apr-18,NHS,01R,Q75,Y54,2,CHILD_POPULATION,1937
30-Apr-18,NHS,01R,Q75,Y54,3,CHILD_PSEEN,1112
30-Apr-18,NHS,01R,Q75,Y54,3,CHILD_POPULATION,1934
30-Apr-18,NHS,01R,Q75,Y54,4,CHILD_PSEEN,1180
30-Apr-18,NHS,01R,Q75,Y54,4,CHILD_POPULATION,2112
30-Apr-18,NHS,01R,Q75,Y54,5,CHILD_PSEEN,1406
30-Apr-18,NHS,01R,Q75,Y54,5,CHILD_POPULATION,2159
30-Apr-18,NHS,01R,Q75,Y54,6,CHILD_PSEEN,1501
30-Apr-18,NHS,01R,Q75,Y54,6,CHILD_POPULATION,2055
30-Apr-18,NHS,01R,Q75,Y54,7,CHILD_PSEEN,1598
30-Apr-18,NHS,01R,Q75,Y54,7,CHILD_POPULATION,2107
30-Apr-18,NHS,01R,Q75,Y54,8,CHILD_PSEEN,1571
30-Apr-18,NHS,01R,Q75,Y54,8,CHILD_POPULATION,2217
30-Apr-18,NHS,01R,Q75,Y54,9,CHILD_PSEEN,1567
30-Apr-18,NHS,01R,Q75,Y54,9,CHILD_POPULATION,2105
30-Apr-18,NHS,01T,Q75,Y54,0,CHILD_PSEEN,90
30-Apr-18,NHS,01T,Q75,Y54,0,CHILD_POPULATION,1821
30-Apr-18,NHS,01T,Q75,Y54,1,CHILD_PSEEN,600
30-Apr-18,NHS,01T,Q75,Y54,1,CHILD_POPULATION,1773
30-Apr-18,NHS,01T,Q75,Y54,10,CHILD_PSEEN,1186
30-Apr-18,NHS,01T,Q75,Y54,10,CHILD_POPULATION,1719
30-Apr-18,NHS,01T,Q75,Y54,11,CHILD_PSEEN,1157
30-Apr-18,NHS,01T,Q75,Y54,11,CHILD_POPULATION,1606
30-Apr-18,NHS,01T,Q75,Y54,12,CHILD_PSEEN,1134
30-Apr-18,NHS,01T,Q75,Y54,12,CHILD_POPULATION,1642
30-Apr-18,NHS,01T,Q75,Y54,13,CHILD_PSEEN,1105
30-Apr-18,NHS,01T,Q75,Y54,13,CHILD_POPULATION,1676
30-Apr-18,NHS,01T,Q75,Y54,14,CHILD_PSEEN,1126
30-Apr-18,NHS,01T,Q75,Y54,14,CHILD_POPULATION,1623
30-Apr-18,NHS,01T,Q75,Y54,15,CHILD_PSEEN,994
30-Apr-18,NHS,01T,Q75,Y54,15,CHILD_POPULATION,1738
30-Apr-18,NHS,01T,Q75,Y54,16,CHILD_PSEEN,935
30-Apr-18,NHS,01T,Q75,Y54,16,CHILD_POPULATION,1708
30-Apr-18,NHS,01T,Q75,Y54,17,CHILD_PSEEN,953
30-Apr-18,NHS,01T,Q75,Y54,17,CHILD_POPULATION,1863
30-Apr-18,NHS,01T,Q75,Y54,2,CHILD_PSEEN,846
30-Apr-18,NHS,01T,Q75,Y54,2,CHILD_POPULATION,1891
30-Apr-18,NHS,01T,Q75,Y54,3,CHILD_PSEEN,953
30-Apr-18,NHS,01T,Q75,Y54,3,CHILD_POPULATION,1882
30-Apr-18,NHS,01T,Q75,Y54,4,CHILD_PSEEN,1047
30-Apr-18,NHS,01T,Q75,Y54,4,CHILD_POPULATION,1891
30-Apr-18,NHS,01T,Q75,Y54,5,CHILD_PSEEN,1187
30-Apr-18,NHS,01T,Q75,Y54,5,CHILD_POPULATION,1880
30-Apr-18,NHS,01T,Q75,Y54,6,CHILD_PSEEN,1244
30-Apr-18,NHS,01T,Q75,Y54,6,CHILD_POPULATION,1835
30-Apr-18,NHS,01T,Q75,Y54,7,CHILD_PSEEN,1282
30-Apr-18,NHS,01T,Q75,Y54,7,CHILD_POPULATION,1779
30-Apr-18,NHS,01T,Q75,Y54,8,CHILD_PSEEN,1252
30-Apr-18,NHS,01T,Q75,Y54,8,CHILD_POPULATION,1754
30-Apr-18,NHS,01T,Q75,Y54,9,CHILD_PSEEN,1253
30-Apr-18,NHS,01T,Q75,Y54,9,CHILD_POPULATION,1782
30-Apr-18,NHS,01V,Q75,Y54,0,CHILD_PSEEN,53
30-Apr-18,NHS,01V,Q75,Y54,0,CHILD_POPULATION,1006
30-Apr-18,NHS,01V,Q75,Y54,1,CHILD_PSEEN,345
30-Apr-18,NHS,01V,Q75,Y54,1,CHILD_POPULATION,1054
30-Apr-18,NHS,01V,Q75,Y54,10,CHILD_PSEEN,1038
30-Apr-18,NHS,01V,Q75,Y54,10,CHILD_POPULATION,1202
30-Apr-18,NHS,01V,Q75,Y54,11,CHILD_PSEEN,1023
30-Apr-18,NHS,01V,Q75,Y54,11,CHILD_POPULATION,1159
30-Apr-18,NHS,01V,Q75,Y54,12,CHILD_PSEEN,1015
30-Apr-18,NHS,01V,Q75,Y54,12,CHILD_POPULATION,1197
30-Apr-18,NHS,01V,Q75,Y54,13,CHILD_PSEEN,1009
30-Apr-18,NHS,01V,Q75,Y54,13,CHILD_POPULATION,1169
30-Apr-18,NHS,01V,Q75,Y54,14,CHILD_PSEEN,1053
30-Apr-18,NHS,01V,Q75,Y54,14,CHILD_POPULATION,1239
30-Apr-18,NHS,01V,Q75,Y54,15,CHILD_PSEEN,932
30-Apr-18,NHS,01V,Q75,Y54,15,CHILD_POPULATION,1221
30-Apr-18,NHS,01V,Q75,Y54,16,CHILD_PSEEN,950
30-Apr-18,NHS,01V,Q75,Y54,16,CHILD_POPULATION,1297
30-Apr-18,NHS,01V,Q75,Y54,17,CHILD_PSEEN,869
30-Apr-18,NHS,01V,Q75,Y54,17,CHILD_POPULATION,1251
30-Apr-18,NHS,01V,Q75,Y54,2,CHILD_PSEEN,578
30-Apr-18,NHS,01V,Q75,Y54,2,CHILD_POPULATION,1115
30-Apr-18,NHS,01V,Q75,Y54,3,CHILD_PSEEN,790
30-Apr-18,NHS,01V,Q75,Y54,3,CHILD_POPULATION,1139
30-Apr-18,NHS,01V,Q75,Y54,4,CHILD_PSEEN,826
30-Apr-18,NHS,01V,Q75,Y54,4,CHILD_POPULATION,1159
30-Apr-18,NHS,01V,Q75,Y54,5,CHILD_PSEEN,909
30-Apr-18,NHS,01V,Q75,Y54,5,CHILD_POPULATION,1268
30-Apr-18,NHS,01V,Q75,Y54,6,CHILD_PSEEN,925
30-Apr-18,NHS,01V,Q75,Y54,6,CHILD_POPULATION,1283
30-Apr-18,NHS,01V,Q75,Y54,7,CHILD_PSEEN,1045
30-Apr-18,NHS,01V,Q75,Y54,7,CHILD_POPULATION,1214
30-Apr-18,NHS,01V,Q75,Y54,8,CHILD_PSEEN,1028
30-Apr-18,NHS,01V,Q75,Y54,8,CHILD_POPULATION,1293
30-Apr-18,NHS,01V,Q75,Y54,9,CHILD_PSEEN,1009
30-Apr-18,NHS,01V,Q75,Y54,9,CHILD_POPULATION,1230
30-Apr-18,NHS,01X,Q75,Y54,0,CHILD_PSEEN,103
30-Apr-18,NHS,01X,Q75,Y54,0,CHILD_POPULATION,1991
30-Apr-18,NHS,01X,Q75,Y54,1,CHILD_PSEEN,795
30-Apr-18,NHS,01X,Q75,Y54,1,CHILD_POPULATION,1989
30-Apr-18,NHS,01X,Q75,Y54,10,CHILD_PSEEN,1641
30-Apr-18,NHS,01X,Q75,Y54,10,CHILD_POPULATION,2020
30-Apr-18,NHS,01X,Q75,Y54,11,CHILD_PSEEN,1580
30-Apr-18,NHS,01X,Q75,Y54,11,CHILD_POPULATION,1917
30-Apr-18,NHS,01X,Q75,Y54,12,CHILD_PSEEN,1506
30-Apr-18,NHS,01X,Q75,Y54,12,CHILD_POPULATION,1940
30-Apr-18,NHS,01X,Q75,Y54,13,CHILD_PSEEN,1440
30-Apr-18,NHS,01X,Q75,Y54,13,CHILD_POPULATION,1812
30-Apr-18,NHS,01X,Q75,Y54,14,CHILD_PSEEN,1510
30-Apr-18,NHS,01X,Q75,Y54,14,CHILD_POPULATION,1817
30-Apr-18,NHS,01X,Q75,Y54,15,CHILD_PSEEN,1355
30-Apr-18,NHS,01X,Q75,Y54,15,CHILD_POPULATION,1874
30-Apr-18,NHS,01X,Q75,Y54,16,CHILD_PSEEN,1252
30-Apr-18,NHS,01X,Q75,Y54,16,CHILD_POPULATION,2033
30-Apr-18,NHS,01X,Q75,Y54,17,CHILD_PSEEN,1234
30-Apr-18,NHS,01X,Q75,Y54,17,CHILD_POPULATION,2094
30-Apr-18,NHS,01X,Q75,Y54,2,CHILD_PSEEN,1082
30-Apr-18,NHS,01X,Q75,Y54,2,CHILD_POPULATION,2053
30-Apr-18,NHS,01X,Q75,Y54,3,CHILD_PSEEN,1266
30-Apr-18,NHS,01X,Q75,Y54,3,CHILD_POPULATION,2072
30-Apr-18,NHS,01X,Q75,Y54,4,CHILD_PSEEN,1405
30-Apr-18,NHS,01X,Q75,Y54,4,CHILD_POPULATION,2265
30-Apr-18,NHS,01X,Q75,Y54,5,CHILD_PSEEN,1503
30-Apr-18,NHS,01X,Q75,Y54,5,CHILD_POPULATION,2113
30-Apr-18,NHS,01X,Q75,Y54,6,CHILD_PSEEN,1624
30-Apr-18,NHS,01X,Q75,Y54,6,CHILD_POPULATION,2158
30-Apr-18,NHS,01X,Q75,Y54,7,CHILD_PSEEN,1679
30-Apr-18,NHS,01X,Q75,Y54,7,CHILD_POPULATION,2100
30-Apr-18,NHS,01X,Q75,Y54,8,CHILD_PSEEN,1719
30-Apr-18,NHS,01X,Q75,Y54,8,CHILD_POPULATION,2126
30-Apr-18,NHS,01X,Q75,Y54,9,CHILD_PSEEN,1680
30-Apr-18,NHS,01X,Q75,Y54,9,CHILD_POPULATION,1990
30-Apr-18,NHS,02D,Q75,Y54,0,CHILD_PSEEN,52
30-Apr-18,NHS,02D,Q75,Y54,0,CHILD_POPULATION,1125
30-Apr-18,NHS,02D,Q75,Y54,1,CHILD_PSEEN,311
30-Apr-18,NHS,02D,Q75,Y54,1,CHILD_POPULATION,1160
30-Apr-18,NHS,02D,Q75,Y54,10,CHILD_PSEEN,979
30-Apr-18,NHS,02D,Q75,Y54,10,CHILD_POPULATION,1259
30-Apr-18,NHS,02D,Q75,Y54,11,CHILD_PSEEN,904
30-Apr-18,NHS,02D,Q75,Y54,11,CHILD_POPULATION,1244
30-Apr-18,NHS,02D,Q75,Y54,12,CHILD_PSEEN,983
30-Apr-18,NHS,02D,Q75,Y54,12,CHILD_POPULATION,1159
30-Apr-18,NHS,02D,Q75,Y54,13,CHILD_PSEEN,938
30-Apr-18,NHS,02D,Q75,Y54,13,CHILD_POPULATION,1126
