PATIENT_SEEN_END_DATE,GEOGRAPHY,ORG_CODE,PARENTCODE_1,PARENTCODE_2,PATIENT_TYPE,VALUE
31-May-18,NHS,05G,Q76,Y55,ADULT_POPULATION,177888
31-May-18,NHS,05G,Q76,Y55,CHILD_12_months,23720
31-May-18,NHS,05G,Q76,Y55,CHILD_POPULATION,40434
31-May-18,NHS,05G,Q76,Y55,TOTAL,108638
31-May-18,NHS,05G,Q76,Y55,TOTAL_POPULATION,218322
31-May-18,NHS,05N,Q76,Y55,ADULT_24_months,123104
31-May-18,NHS,05N,Q76,Y55,ADULT_POPULATION,253987
31-May-18,NHS,05N,Q76,Y55,CHILD_12_months,35819
31-May-18,NHS,05N,Q76,Y55,CHILD_POPULATION,59386
31-May-18,NHS,05N,Q76,Y55,TOTAL,158923
31-May-18,NHS,05N,Q76,Y55,TOTAL_POPULATION,313373
31-May-18,NHS,05Q,Q76,Y55,ADULT_24_months,95326
31-May-18,NHS,05Q,Q76,Y55,ADULT_POPULATION,181403
31-May-18,NHS,05Q,Q76,Y55,CHILD_12_months,28276
31-May-18,NHS,05Q,Q76,Y55,CHILD_POPULATION,43780
31-May-18,NHS,05Q,Q76,Y55,TOTAL,123602
31-May-18,NHS,05Q,Q76,Y55,TOTAL_POPULATION,225183
31-May-18,NHS,05V,Q76,Y55,ADULT_24_months,61599
31-May-18,NHS,05V,Q76,Y55,ADULT_POPULATION,125124
31-May-18,NHS,05V,Q76,Y55,CHILD_12_months,17998
31-May-18,NHS,05V,Q76,Y55,CHILD_POPULATION,28829
31-May-18,NHS,05V,Q76,Y55,TOTAL,79597
31-May-18,NHS,05V,Q76,Y55,TOTAL_POPULATION,153953
31-May-18,NHS,05W,Q76,Y55,ADULT_24_months,122536
31-May-18,NHS,05W,Q76,Y55,ADULT_POPULATION,203375
31-May-18,NHS,05W,Q76,Y55,CHILD_12_months,36256
31-May-18,NHS,05W,Q76,Y55,CHILD_POPULATION,58065
31-May-18,NHS,05W,Q76,Y55,TOTAL,158792
31-May-18,NHS,05W,Q76,Y55,TOTAL_POPULATION,261440
31-May-18,NHS,05X,Q76,Y55,ADULT_24_months,80170
31-May-18,NHS,05X,Q76,Y55,ADULT_POPULATION,133625
31-May-18,NHS,05X,Q76,Y55,CHILD_12_months,27035
31-May-18,NHS,05X,Q76,Y55,CHILD_POPULATION,39351
31-May-18,NHS,05X,Q76,Y55,TOTAL,107205
31-May-18,NHS,05X,Q76,Y55,TOTAL_POPULATION,172976
31-May-18,NHS,05A,Q77,Y55,ADULT_24_months,183938
31-May-18,NHS,05A,Q77,Y55,ADULT_POPULATION,356970
31-May-18,NHS,05A,Q77,Y55,CHILD_12_months,55411
31-May-18,NHS,05A,Q77,Y55,CHILD_POPULATION,99756
31-May-18,NHS,05A,Q77,Y55,TOTAL,239349
31-May-18,NHS,05A,Q77,Y55,TOTAL_POPULATION,456726
31-May-18,NHS,05C,Q77,Y55,ADULT_24_months,139402
31-May-18,NHS,05C,Q77,Y55,ADULT_POPULATION,249513
31-May-18,NHS,05C,Q77,Y55,CHILD_12_months,36584
31-May-18,NHS,05C,Q77,Y55,CHILD_POPULATION,68121
31-May-18,NHS,05C,Q77,Y55,TOTAL,175986
31-May-18,NHS,05C,Q77,Y55,TOTAL_POPULATION,317634
31-May-18,NHS,05F,Q77,Y55,ADULT_24_months,75378
31-May-18,NHS,05F,Q77,Y55,ADULT_POPULATION,153337
31-May-18,NHS,05F,Q77,Y55,CHILD_12_months,20888
31-May-18,NHS,05F,Q77,Y55,CHILD_POPULATION,35972
31-May-18,NHS,05F,Q77,Y55,TOTAL,96266
31-May-18,NHS,05F,Q77,Y55,TOTAL_POPULATION,189309
31-May-18,NHS,05H,Q77,Y55,ADULT_24_months,87827
31-May-18,NHS,05H,Q77,Y55,ADULT_POPULATION,150564
31-May-18,NHS,05H,Q77,Y55,CHILD_12_months,25002
31-May-18,NHS,05H,Q77,Y55,CHILD_POPULATION,39684
31-May-18,NHS,05H,Q77,Y55,TOTAL,112829
31-May-18,NHS,05H,Q77,Y55,TOTAL_POPULATION,190248
31-May-18,NHS,05J,Q77,Y55,ADULT_24_months,70952
31-May-18,NHS,05J,Q77,Y55,ADULT_POPULATION,143563
31-May-18,NHS,05J,Q77,Y55,CHILD_12_months,23014
31-May-18,NHS,05J,Q77,Y55,CHILD_POPULATION,38177
31-May-18,NHS,05J,Q77,Y55,TOTAL,93966
31-May-18,NHS,05J,Q77,Y55,TOTAL_POPULATION,181740
31-May-18,NHS,05L,Q77,Y55,ADULT_24_months,213110
31-May-18,NHS,05L,Q77,Y55,ADULT_POPULATION,368685
31-May-18,NHS,05L,Q77,Y55,CHILD_12_months,69859
31-May-18,NHS,05L,Q77,Y55,CHILD_POPULATION,126368
31-May-18,NHS,05L,Q77,Y55,TOTAL,282969
31-May-18,NHS,05L,Q77,Y55,TOTAL_POPULATION,495053
31-May-18,NHS,05R,Q77,Y55,ADULT_24_months,118477
31-May-18,NHS,05R,Q77,Y55,ADULT_POPULATION,212537
31-May-18,NHS,05R,Q77,Y55,CHILD_12_months,34426
31-May-18,NHS,05R,Q77,Y55,CHILD_POPULATION,50150
31-May-18,NHS,05R,Q77,Y55,TOTAL,152903
31-May-18,NHS,05R,Q77,Y55,TOTAL_POPULATION,262687
31-May-18,NHS,05T,Q77,Y55,ADULT_24_months,118391
31-May-18,NHS,05T,Q77,Y55,ADULT_POPULATION,242815
31-May-18,NHS,05T,Q77,Y55,CHILD_12_months,33102
31-May-18,NHS,05T,Q77,Y55,CHILD_POPULATION,58596
31-May-18,NHS,05T,Q77,Y55,TOTAL,151493
31-May-18,NHS,05T,Q77,Y55,TOTAL_POPULATION,301411
31-May-18,NHS,05Y,Q77,Y55,ADULT_24_months,101498
31-May-18,NHS,05Y,Q77,Y55,ADULT_POPULATION,212573
31-May-18,NHS,05Y,Q77,Y55,CHILD_12_months,36025
31-May-18,NHS,05Y,Q77,Y55,CHILD_POPULATION,66142
31-May-18,NHS,05Y,Q77,Y55,TOTAL,137523
31-May-18,NHS,05Y,Q77,Y55,TOTAL_POPULATION,278715
31-May-18,NHS,06A,Q77,Y55,ADULT_24_months,103482
31-May-18,NHS,06A,Q77,Y55,ADULT_POPULATION,197583
31-May-18,NHS,06A,Q77,Y55,CHILD_12_months,32440
31-May-18,NHS,06A,Q77,Y55,CHILD_POPULATION,59038
31-May-18,NHS,06A,Q77,Y55,TOTAL,135922
31-May-18,NHS,06A,Q77,Y55,TOTAL_POPULATION,256621
31-May-18,NHS,06D,Q77,Y55,ADULT_24_months,36436
31-May-18,NHS,06D,Q77,Y55,ADULT_POPULATION,80625
31-May-18,NHS,06D,Q77,Y55,CHILD_12_months,11800
31-May-18,NHS,06D,Q77,Y55,CHILD_POPULATION,19277
31-May-18,NHS,06D,Q77,Y55,TOTAL,48236
31-May-18,NHS,06D,Q77,Y55,TOTAL_POPULATION,99902
31-May-18,NHS,15E,Q77,Y55,ADULT_24_months,424900
31-May-18,NHS,15E,Q77,Y55,ADULT_POPULATION,878441
31-May-18,NHS,15E,Q77,Y55,CHILD_12_months,148326
31-May-18,NHS,15E,Q77,Y55,CHILD_POPULATION,285550
31-May-18,NHS,15E,Q77,Y55,TOTAL,573226
31-May-18,NHS,15E,Q77,Y55,TOTAL_POPULATION,1163991
31-May-18,NHS,03T,Q78,Y55,ADULT_24_months,99338
31-May-18,NHS,03T,Q78,Y55,ADULT_POPULATION,190551
31-May-18,NHS,03T,Q78,Y55,CHILD_12_months,21670
31-May-18,NHS,03T,Q78,Y55,CHILD_POPULATION,42843
31-May-18,NHS,03T,Q78,Y55,TOTAL,121008
31-May-18,NHS,03T,Q78,Y55,TOTAL_POPULATION,233394
31-May-18,NHS,03V,Q78,Y55,ADULT_24_months,27221
31-May-18,NHS,03V,Q78,Y55,ADULT_POPULATION,51561
31-May-18,NHS,03V,Q78,Y55,CHILD_12_months,9071
31-May-18,NHS,03V,Q78,Y55,CHILD_POPULATION,16626
31-May-18,NHS,03V,Q78,Y55,TOTAL,36292
31-May-18,NHS,03V,Q78,Y55,TOTAL_POPULATION,68187
31-May-18,NHS,03W,Q78,Y55,ADULT_24_months,118178
31-May-18,NHS,03W,Q78,Y55,ADULT_POPULATION,261718
31-May-18,NHS,03W,Q78,Y55,CHILD_12_months,40179
31-May-18,NHS,03W,Q78,Y55,CHILD_POPULATION,66832
31-May-18,NHS,03W,Q78,Y55,TOTAL,158357
31-May-18,NHS,03W,Q78,Y55,TOTAL_POPULATION,328550
31-May-18,NHS,04C,Q78,Y55,ADULT_24_months,148677
31-May-18,NHS,04C,Q78,Y55,ADULT_POPULATION,265082
31-May-18,NHS,04C,Q78,Y55,CHILD_12_months,56456
31-May-18,NHS,04C,Q78,Y55,CHILD_POPULATION,83261
31-May-18,NHS,04C,Q78,Y55,TOTAL,205133
31-May-18,NHS,04C,Q78,Y55,TOTAL_POPULATION,348343
31-May-18,NHS,04D,Q78,Y55,ADULT_24_months,97390
31-May-18,NHS,04D,Q78,Y55,ADULT_POPULATION,191279
31-May-18,NHS,04D,Q78,Y55,CHILD_12_months,26050
31-May-18,NHS,04D,Q78,Y55,CHILD_POPULATION,45662
31-May-18,NHS,04D,Q78,Y55,TOTAL,123440
31-May-18,NHS,04D,Q78,Y55,TOTAL_POPULATION,236941
31-May-18,NHS,04F,Q78,Y55,ADULT_24_months,79717
31-May-18,NHS,04F,Q78,Y55,ADULT_POPULATION,202212
31-May-18,NHS,04F,Q78,Y55,CHILD_12_months,36182
31-May-18,NHS,04F,Q78,Y55,CHILD_POPULATION,68297
31-May-18,NHS,04F,Q78,Y55,TOTAL,115899
31-May-18,NHS,04F,Q78,Y55,TOTAL_POPULATION,270509
31-May-18,NHS,04G,Q78,Y55,ADULT_24_months,251267
31-May-18,NHS,04G,Q78,Y55,ADULT_POPULATION,503809
31-May-18,NHS,04G,Q78,Y55,CHILD_12_months,83510
31-May-18,NHS,04G,Q78,Y55,CHILD_POPULATION,144838
31-May-18,NHS,04G,Q78,Y55,TOTAL,334777
31-May-18,NHS,04G,Q78,Y55,TOTAL_POPULATION,648647
31-May-18,NHS,04Q,Q78,Y55,ADULT_24_months,38547
31-May-18,NHS,04Q,Q78,Y55,ADULT_POPULATION,99339
31-May-18,NHS,04Q,Q78,Y55,CHILD_12_months,13708
31-May-18,NHS,04Q,Q78,Y55,CHILD_POPULATION,25891
31-May-18,NHS,04Q,Q78,Y55,TOTAL,52255
31-May-18,NHS,04Q,Q78,Y55,TOTAL_POPULATION,125230
31-May-18,NHS,04V,Q78,Y55,ADULT_24_months,157845
31-May-18,NHS,04V,Q78,Y55,ADULT_POPULATION,315166
31-May-18,NHS,04V,Q78,Y55,CHILD_12_months,48477
31-May-18,NHS,04V,Q78,Y55,CHILD_POPULATION,77847
31-May-18,NHS,04V,Q78,Y55,TOTAL,206322
31-May-18,NHS,04V,Q78,Y55,TOTAL_POPULATION,393013
31-May-18,NHS,06F,Q78,Y55,ADULT_24_months,176151
31-May-18,NHS,06F,Q78,Y55,ADULT_POPULATION,348238
31-May-18,NHS,06F,Q78,Y55,CHILD_12_months,59460
31-May-18,NHS,06F,Q78,Y55,CHILD_POPULATION,99450
31-May-18,NHS,06F,Q78,Y55,TOTAL,235611
31-May-18,NHS,06F,Q78,Y55,TOTAL_POPULATION,447688
31-May-18,NHS,06K,Q78,Y55,ADULT_24_months,246181
31-May-18,NHS,06K,Q78,Y55,ADULT_POPULATION,441476
31-May-18,NHS,06K,Q78,Y55,CHILD_12_months,80945
31-May-18,NHS,06K,Q78,Y55,CHILD_POPULATION,124204
31-May-18,NHS,06K,Q78,Y55,TOTAL,327126
31-May-18,NHS,06K,Q78,Y55,TOTAL_POPULATION,565680
31-May-18,NHS,06N,Q78,Y55,ADULT_24_months,218457
31-May-18,NHS,06N,Q78,Y55,ADULT_POPULATION,453023
31-May-18,NHS,06N,Q78,Y55,CHILD_12_months,84386
31-May-18,NHS,06N,Q78,Y55,CHILD_POPULATION,138785
31-May-18,NHS,06N,Q78,Y55,TOTAL,302843
31-May-18,NHS,06N,Q78,Y55,TOTAL_POPULATION,591808
31-May-18,NHS,06P,Q78,Y55,ADULT_24_months,77415
31-May-18,NHS,06P,Q78,Y55,ADULT_POPULATION,159921
31-May-18,NHS,06P,Q78,Y55,CHILD_12_months,31545
31-May-18,NHS,06P,Q78,Y55,CHILD_POPULATION,56870
31-May-18,NHS,06P,Q78,Y55,TOTAL,108960
31-May-18,NHS,06P,Q78,Y55,TOTAL_POPULATION,216791
31-May-18,NHS,99D,Q78,Y55,ADULT_24_months,53932
31-May-18,NHS,99D,Q78,Y55,ADULT_POPULATION,118577
31-May-18,NHS,99D,Q78,Y55,CHILD_12_months,15606
31-May-18,NHS,99D,Q78,Y55,CHILD_POPULATION,29271
31-May-18,NHS,99D,Q78,Y55,TOTAL,69538
31-May-18,NHS,99D,Q78,Y55,TOTAL_POPULATION,147848
31-May-18,NHS,06H,Q79,Y55,ADULT_24_months,315392
31-May-18,NHS,06H,Q79,Y55,ADULT_POPULATION,693449
31-May-18,NHS,06H,Q79,Y55,CHILD_12_months,111899
31-May-18,NHS,06H,Q79,Y55,CHILD_POPULATION,191112
31-May-18,NHS,06H,Q79,Y55,TOTAL,427291
31-May-18,NHS,06H,Q79,Y55,TOTAL_POPULATION,884561
31-May-18,NHS,06L,Q79,Y55,ADULT_24_months,163522
31-May-18,NHS,06L,Q79,Y55,ADULT_POPULATION,318520
31-May-18,NHS,06L,Q79,Y55,CHILD_12_months,47033
31-May-18,NHS,06L,Q79,Y55,CHILD_POPULATION,82459
31-May-18,NHS,06L,Q79,Y55,TOTAL,210555
31-May-18,NHS,06L,Q79,Y55,TOTAL_POPULATION,400979
31-May-18,NHS,06M,Q79,Y55,ADULT_24_months,127471
31-May-18,NHS,06M,Q79,Y55,ADULT_POPULATION,173272
31-May-18,NHS,06M,Q79,Y55,CHILD_12_months,27597
31-May-18,NHS,06M,Q79,Y55,CHILD_POPULATION,42406
31-May-18,NHS,06M,Q79,Y55,TOTAL,155068
31-May-18,NHS,06M,Q79,Y55,TOTAL_POPULATION,215678
31-May-18,NHS,06Q,Q79,Y55,ADULT_24_months,175743
31-May-18,NHS,06Q,Q79,Y55,ADULT_POPULATION,307213
31-May-18,NHS,06Q,Q79,Y55,CHILD_12_months,48269
31-May-18,NHS,06Q,Q79,Y55,CHILD_POPULATION,81225
31-May-18,NHS,06Q,Q79,Y55,TOTAL,224012
31-May-18,NHS,06Q,Q79,Y55,TOTAL_POPULATION,388438
31-May-18,NHS,06T,Q79,Y55,ADULT_24_months,135016
31-May-18,NHS,06T,Q79,Y55,ADULT_POPULATION,263830
31-May-18,NHS,06T,Q79,Y55,CHILD_12_months,36998
31-May-18,NHS,06T,Q79,Y55,CHILD_POPULATION,65403
31-May-18,NHS,06T,Q79,Y55,TOTAL,172014
31-May-18,NHS,06T,Q79,Y55,TOTAL_POPULATION,329233
31-May-18,NHS,06V,Q79,Y55,ADULT_24_months,65214
31-May-18,NHS,06V,Q79,Y55,ADULT_POPULATION,142323
31-May-18,NHS,06V,Q79,Y55,CHILD_12_months,13915
31-May-18,NHS,06V,Q79,Y55,CHILD_POPULATION,29567
31-May-18,NHS,06V,Q79,Y55,TOTAL,79129
31-May-18,NHS,06V,Q79,Y55,TOTAL_POPULATION,171890
31-May-18,NHS,06W,Q79,Y55,ADULT_24_months,136410
31-May-18,NHS,06W,Q79,Y55,ADULT_POPULATION,176425
31-May-18,NHS,06W,Q79,Y55,CHILD_12_months,33257
31-May-18,NHS,06W,Q79,Y55,CHILD_POPULATION,40371
31-May-18,NHS,06W,Q79,Y55,TOTAL,169667
31-May-18,NHS,06W,Q79,Y55,TOTAL_POPULATION,216796
31-May-18,NHS,06Y,Q79,Y55,ADULT_24_months,91351
31-May-18,NHS,06Y,Q79,Y55,ADULT_POPULATION,183798
31-May-18,NHS,06Y,Q79,Y55,CHILD_12_months,22390
31-May-18,NHS,06Y,Q79,Y55,CHILD_POPULATION,46124
31-May-18,NHS,06Y,Q79,Y55,TOTAL,113741
31-May-18,NHS,06Y,Q79,Y55,TOTAL_POPULATION,229922
31-May-18,NHS,07G,Q79,Y55,ADULT_24_months,51046
31-May-18,NHS,07G,Q79,Y55,ADULT_POPULATION,125121
31-May-18,NHS,07G,Q79,Y55,CHILD_12_months,19020
31-May-18,NHS,07G,Q79,Y55,CHILD_POPULATION,41904
31-May-18,NHS,07G,Q79,Y55,TOTAL,70066
31-May-18,NHS,07G,Q79,Y55,TOTAL_POPULATION,167025
31-May-18,NHS,07H,Q79,Y55,ADULT_24_months,95328
31-May-18,NHS,07H,Q79,Y55,ADULT_POPULATION,235333
31-May-18,NHS,07H,Q79,Y55,CHILD_12_months,31127
31-May-18,NHS,07H,Q79,Y55,CHILD_POPULATION,67171
31-May-18,NHS,07H,Q79,Y55,TOTAL,126455
31-May-18,NHS,07H,Q79,Y55,TOTAL_POPULATION,302504
31-May-18,NHS,07J,Q79,Y55,ADULT_24_months,55510
31-May-18,NHS,07J,Q79,Y55,ADULT_POPULATION,141704
31-May-18,NHS,07J,Q79,Y55,CHILD_12_months,13243
31-May-18,NHS,07J,Q79,Y55,CHILD_POPULATION,33394
31-May-18,NHS,07J,Q79,Y55,TOTAL,68753
31-May-18,NHS,07J,Q79,Y55,TOTAL_POPULATION,175098
31-May-18,NHS,07K,Q79,Y55,ADULT_24_months,99610
31-May-18,NHS,07K,Q79,Y55,ADULT_POPULATION,180601
31-May-18,NHS,07K,Q79,Y55,CHILD_12_months,28715
31-May-18,NHS,07K,Q79,Y55,CHILD_POPULATION,47180
31-May-18,NHS,07K,Q79,Y55,TOTAL,128325
31-May-18,NHS,07K,Q79,Y55,TOTAL_POPULATION,227781
31-May-18,NHS,99E,Q79,Y55,ADULT_24_months,111918
31-May-18,NHS,99E,Q79,Y55,ADULT_POPULATION,201736
31-May-18,NHS,99E,Q79,Y55,CHILD_12_months,32575
31-May-18,NHS,99E,Q79,Y55,CHILD_POPULATION,58028
31-May-18,NHS,99E,Q79,Y55,TOTAL,144493
31-May-18,NHS,99E,Q79,Y55,TOTAL_POPULATION,259764
31-May-18,NHS,99F,Q79,Y55,ADULT_24_months,68004
31-May-18,NHS,99F,Q79,Y55,ADULT_POPULATION,141659
31-May-18,NHS,99F,Q79,Y55,CHILD_12_months,18447
31-May-18,NHS,99F,Q79,Y55,CHILD_POPULATION,33742
31-May-18,NHS,99F,Q79,Y55,TOTAL,86451
31-May-18,NHS,99F,Q79,Y55,TOTAL_POPULATION,175401
31-May-18,NHS,99G,Q79,Y55,ADULT_24_months,81851
31-May-18,NHS,99G,Q79,Y55,ADULT_POPULATION,141070
31-May-18,NHS,99G,Q79,Y55,CHILD_12_months,22936
31-May-18,NHS,99G,Q79,Y55,CHILD_POPULATION,38729
31-May-18,NHS,99G,Q79,Y55,TOTAL,104787
31-May-18,NHS,99G,Q79,Y55,TOTAL_POPULATION,179799
31-May-18,NHS,07L,Q71,Y56,ADULT_24_months,77679
31-May-18,NHS,07L,Q71,Y56,ADULT_POPULATION,144677
31-May-18,NHS,07L,Q71,Y56,CHILD_12_months,30630
31-May-18,NHS,07L,Q71,Y56,CHILD_POPULATION,61783
31-May-18,NHS,07L,Q71,Y56,TOTAL,108309
31-May-18,NHS,07L,Q71,Y56,TOTAL_POPULATION,206460
31-May-18,NHS,07M,Q71,Y56,ADULT_24_months,103234
31-May-18,NHS,07M,Q71,Y56,ADULT_POPULATION,295747
31-May-18,NHS,07M,Q71,Y56,CHILD_12_months,42155
31-May-18,NHS,07M,Q71,Y56,CHILD_POPULATION,90336
31-May-18,NHS,07M,Q71,Y56,TOTAL,145389
31-May-18,NHS,07M,Q71,Y56,TOTAL_POPULATION,386083
31-May-18,NHS,07N,Q71,Y56,ADULT_24_months,77842
31-May-18,NHS,07N,Q71,Y56,ADULT_POPULATION,188277
31-May-18,NHS,07N,Q71,Y56,CHILD_12_months,27161
31-May-18,NHS,07N,Q71,Y56,CHILD_POPULATION,56483
31-May-18,NHS,07N,Q71,Y56,TOTAL,105003
31-May-18,NHS,07N,Q71,Y56,TOTAL_POPULATION,244760
31-May-18,NHS,07P,Q71,Y56,ADULT_24_months,115765
31-May-18,NHS,07P,Q71,Y56,ADULT_POPULATION,251692
31-May-18,NHS,07P,Q71,Y56,CHILD_12_months,40981
31-May-18,NHS,07P,Q71,Y56,CHILD_POPULATION,76562
31-May-18,NHS,07P,Q71,Y56,TOTAL,156746
31-May-18,NHS,07P,Q71,Y56,TOTAL_POPULATION,328254
31-May-18,NHS,07Q,Q71,Y56,ADULT_24_months,96375
31-May-18,NHS,07Q,Q71,Y56,ADULT_POPULATION,253593
31-May-18,NHS,07Q,Q71,Y56,CHILD_12_months,44601
31-May-18,NHS,07Q,Q71,Y56,CHILD_POPULATION,73296
31-May-18,NHS,07Q,Q71,Y56,TOTAL,140976
31-May-18,NHS,07Q,Q71,Y56,TOTAL_POPULATION,326889
31-May-18,NHS,07R,Q71,Y56,ADULT_24_months,90866
31-May-18,NHS,07R,Q71,Y56,ADULT_POPULATION,198527
31-May-18,NHS,07R,Q71,Y56,CHILD_12_months,20686
31-May-18,NHS,07R,Q71,Y56,CHILD_POPULATION,47654
31-May-18,NHS,07R,Q71,Y56,TOTAL,111552
31-May-18,NHS,07R,Q71,Y56,TOTAL_POPULATION,246181
31-May-18,NHS,07T,Q71,Y56,ADULT_24_months,80623
31-May-18,NHS,07T,Q71,Y56,ADULT_POPULATION,219366
31-May-18,NHS,07T,Q71,Y56,CHILD_12_months,20853
31-May-18,NHS,07T,Q71,Y56,CHILD_POPULATION,63561
31-May-18,NHS,07T,Q71,Y56,TOTAL,101476
31-May-18,NHS,07T,Q71,Y56,TOTAL_POPULATION,282927
31-May-18,NHS,07V,Q71,Y56,ADULT_24_months,135048
31-May-18,NHS,07V,Q71,Y56,ADULT_POPULATION,287869
31-May-18,NHS,07V,Q71,Y56,CHILD_12_months,46742
31-May-18,NHS,07V,Q71,Y56,CHILD_POPULATION,94435
31-May-18,NHS,07V,Q71,Y56,TOTAL,181790
31-May-18,NHS,07V,Q71,Y56,TOTAL_POPULATION,382304
31-May-18,NHS,07W,Q71,Y56,ADULT_24_months,139061
31-May-18,NHS,07W,Q71,Y56,ADULT_POPULATION,261323
31-May-18,NHS,07W,Q71,Y56,CHILD_12_months,48044
31-May-18,NHS,07W,Q71,Y56,CHILD_POPULATION,81873
31-May-18,NHS,07W,Q71,Y56,TOTAL,187105
31-May-18,NHS,07W,Q71,Y56,TOTAL_POPULATION,343196
31-May-18,NHS,07X,Q71,Y56,ADULT_24_months,113928
31-May-18,NHS,07X,Q71,Y56,ADULT_POPULATION,247622
31-May-18,NHS,07X,Q71,Y56,CHILD_12_months,40579
31-May-18,NHS,07X,Q71,Y56,CHILD_POPULATION,83773
31-May-18,NHS,07X,Q71,Y56,TOTAL,154507
31-May-18,NHS,07X,Q71,Y56,TOTAL_POPULATION,331395
31-May-18,NHS,07Y,Q71,Y56,ADULT_24_months,105304
31-May-18,NHS,07Y,Q71,Y56,ADULT_POPULATION,207540
31-May-18,NHS,07Y,Q71,Y56,CHILD_12_months,38311
31-May-18,NHS,07Y,Q71,Y56,CHILD_POPULATION,63599
31-May-18,NHS,07Y,Q71,Y56,TOTAL,143615
31-May-18,NHS,07Y,Q71,Y56,TOTAL_POPULATION,271139
31-May-18,NHS,08A,Q71,Y56,ADULT_24_months,110743
31-May-18,NHS,08A,Q71,Y56,ADULT_POPULATION,212369
31-May-18,NHS,08A,Q71,Y56,CHILD_12_months,39194
31-May-18,NHS,08A,Q71,Y56,CHILD_POPULATION,67397
31-May-18,NHS,08A,Q71,Y56,TOTAL,149937
31-May-18,NHS,08A,Q71,Y56,TOTAL_POPULATION,279766
31-May-18,NHS,08C,Q71,Y56,ADULT_24_months,77965
31-May-18,NHS,08C,Q71,Y56,ADULT_POPULATION,144556
31-May-18,NHS,08C,Q71,Y56,CHILD_12_months,18313
31-May-18,NHS,08C,Q71,Y56,CHILD_POPULATION,35098
31-May-18,NHS,08C,Q71,Y56,TOTAL,96278
31-May-18,NHS,08C,Q71,Y56,TOTAL_POPULATION,179654
31-May-18,NHS,08D,Q71,Y56,ADULT_24_months,108644
31-May-18,NHS,08D,Q71,Y56,ADULT_POPULATION,216971
31-May-18,NHS,08D,Q71,Y56,CHILD_12_months,36609
31-May-18,NHS,08D,Q71,Y56,CHILD_POPULATION,61480
31-May-18,NHS,08D,Q71,Y56,TOTAL,145253
31-May-18,NHS,08D,Q71,Y56,TOTAL_POPULATION,278451
31-May-18,NHS,08E,Q71,Y56,ADULT_24_months,77891
31-May-18,NHS,08E,Q71,Y56,ADULT_POPULATION,191429
31-May-18,NHS,08E,Q71,Y56,CHILD_12_months,27854
31-May-18,NHS,08E,Q71,Y56,CHILD_POPULATION,57323
31-May-18,NHS,08E,Q71,Y56,TOTAL,105745
31-May-18,NHS,08E,Q71,Y56,TOTAL_POPULATION,248752
31-May-18,NHS,08F,Q71,Y56,ADULT_24_months,91803
31-May-18,NHS,08F,Q71,Y56,ADULT_POPULATION,197158
31-May-18,NHS,08F,Q71,Y56,CHILD_12_months,28302
31-May-18,NHS,08F,Q71,Y56,CHILD_POPULATION,55625
31-May-18,NHS,08F,Q71,Y56,TOTAL,120105
31-May-18,NHS,08F,Q71,Y56,TOTAL_POPULATION,252783
31-May-18,NHS,08G,Q71,Y56,ADULT_24_months,86708
31-May-18,NHS,08G,Q71,Y56,ADULT_POPULATION,230433
31-May-18,NHS,08G,Q71,Y56,CHILD_12_months,33697
31-May-18,NHS,08G,Q71,Y56,CHILD_POPULATION,72038
31-May-18,NHS,08G,Q71,Y56,TOTAL,120405
31-May-18,NHS,08G,Q71,Y56,TOTAL_POPULATION,302471
31-May-18,NHS,08H,Q71,Y56,ADULT_24_months,80624
31-May-18,NHS,08H,Q71,Y56,ADULT_POPULATION,192046
31-May-18,NHS,08H,Q71,Y56,CHILD_12_months,20916
31-May-18,NHS,08H,Q71,Y56,CHILD_POPULATION,40819
31-May-18,NHS,08H,Q71,Y56,TOTAL,101540
31-May-18,NHS,08H,Q71,Y56,TOTAL_POPULATION,232865
31-May-18,NHS,08J,Q71,Y56,ADULT_24_months,62148
31-May-18,NHS,08J,Q71,Y56,ADULT_POPULATION,137911
31-May-18,NHS,08J,Q71,Y56,CHILD_12_months,23923
31-May-18,NHS,08J,Q71,Y56,CHILD_POPULATION,38196
31-May-18,NHS,08J,Q71,Y56,TOTAL,86071
31-May-18,NHS,08J,Q71,Y56,TOTAL_POPULATION,176107
31-May-18,NHS,08K,Q71,Y56,ADULT_24_months,132524
31-May-18,NHS,08K,Q71,Y56,ADULT_POPULATION,264697
31-May-18,NHS,08K,Q71,Y56,CHILD_12_months,31228
31-May-18,NHS,08K,Q71,Y56,CHILD_POPULATION,63213
31-May-18,NHS,08K,Q71,Y56,TOTAL,163752
31-May-18,NHS,08K,Q71,Y56,TOTAL_POPULATION,327910
31-May-18,NHS,08L,Q71,Y56,ADULT_24_months,130991
31-May-18,NHS,08L,Q71,Y56,ADULT_POPULATION,233609
31-May-18,NHS,08L,Q71,Y56,CHILD_12_months,37805
31-May-18,NHS,08L,Q71,Y56,CHILD_POPULATION,68258
31-May-18,NHS,08L,Q71,Y56,TOTAL,168796
31-May-18,NHS,08L,Q71,Y56,TOTAL_POPULATION,301867
31-May-18,NHS,08M,Q71,Y56,ADULT_24_months,101129
31-May-18,NHS,08M,Q71,Y56,ADULT_POPULATION,255587
31-May-18,NHS,08M,Q71,Y56,CHILD_12_months,37101
31-May-18,NHS,08M,Q71,Y56,CHILD_POPULATION,85391
31-May-18,NHS,08M,Q71,Y56,TOTAL,138230
